row_idx,primary_id,aggregate_id,categorical_label
30063,709.0381,astro-ph,astro-ph
30064,806.0994,cond-mat,cond-mat
30065,706.0603,hep-th,hep-th
30066,711.4993,hep-ph,hep-ph
30067,806.2808,math,math
30068,812.2072,cond-mat,cond-mat
30069,707.2438,cond-mat,cond-mat
30070,707.2629,astro-ph,astro-ph
30071,810.23,astro-ph,astro-ph
30072,808.3562,q-fin,q-fin
30073,709.1937,hep-ph,hep-ph
30074,706.0367,astro-ph,astro-ph
30075,804.0383,hep-th,hep-th
30076,805.172,astro-ph,astro-ph
30077,711.0404,hep-th,hep-th
30078,807.1905,hep-lat,hep-lat
30079,802.3425,astro-ph,astro-ph
30080,709.0639,astro-ph,astro-ph
30081,808.3575,gr-qc,gr-qc
30082,710.5751,math,math
30083,712.3019,math,math
30084,711.3716,cond-mat,cond-mat
30085,712.3349,math,math
30086,708.1517,astro-ph,astro-ph
30087,808.0697,hep-ex,hep-ex
30088,812.3147,cs,cs
30089,711.121,quant-ph,quant-ph
30090,712.4337,math,math
30091,803.1999,hep-th,hep-th
30092,805.154,hep-ph,hep-ph
30093,710.2758,q-fin,q-fin
30094,711.3157,hep-ph,hep-ph
30095,808.0284,math,math
30096,812.2952,cond-mat,cond-mat
30097,812.319,physics,physics
30098,801.4935,math,math
30099,705.1009,hep-ph,hep-ph
30100,802.2063,astro-ph,astro-ph
30101,712.2021,math,math
30102,712.2232,cond-mat,cond-mat
30103,705.1922,cs,cs
30104,810.5633,cs,cs
30105,710.1957,hep-ex,hep-ex
30106,806.4457,cond-mat,cond-mat
30107,806.4864,math,math
30108,812.0036,math,math
30109,706.4006,hep-th,hep-th
30110,805.2067,cond-mat,cond-mat
30111,807.3976,cond-mat,cond-mat
30112,709.2076,astro-ph,astro-ph
30113,712.2225,cond-mat,cond-mat
30114,806.4694,physics,physics
30115,808.1425,cond-mat,cond-mat
30116,812.3137,math,math
30117,801.3667,astro-ph,astro-ph
30118,709.0785,math,math
30119,809.4688,astro-ph,astro-ph
30120,803.033,astro-ph,astro-ph
30121,812.1461,cond-mat,cond-mat
30122,705.3875,quant-ph,quant-ph
30123,707.0911,astro-ph,astro-ph
30124,802.2127,cs,cs
30125,711.206,cond-mat,cond-mat
30126,809.3079,hep-th,hep-th
30127,804.0056,hep-ph,hep-ph
30128,710.4261,cs,cs
30129,709.3313,astro-ph,astro-ph
30130,803.1555,cs,cs
30131,710.3684,math,math
30132,805.339,cs,cs
30133,805.3593,q-fin,q-fin
30134,801.1036,math,math
30135,711.3778,math,math
30136,711.1587,math,math
30137,710.4984,cond-mat,cond-mat
30138,712.1079,math,math
30139,712.0435,astro-ph,astro-ph
30140,811.3035,astro-ph,astro-ph
30141,809.4157,hep-ph,hep-ph
30142,705.374,cs,cs
30143,704.0213,cs,cs
30144,712.2938,hep-ph,hep-ph
30145,710.4262,astro-ph,astro-ph
30146,806.1391,gr-qc,gr-qc
30147,711.3012,hep-ph,hep-ph
30148,712.2336,physics,physics
30149,705.2615,cond-mat,cond-mat
30150,706.3809,hep-ex,hep-ex
30151,708.1135,cond-mat,cond-mat
30152,712.0545,q-bio,q-bio
30153,812.3149,astro-ph,astro-ph
30154,805.2064,math,math
30155,810.0273,astro-ph,astro-ph
30156,811.183,astro-ph,astro-ph
30157,711.164,cond-mat,cond-mat
30158,811.3724,math-ph,math-ph
30159,712.2005,astro-ph,astro-ph
30160,812.0746,cond-mat,cond-mat
30161,710.3287,math,math
30162,809.2433,hep-th,hep-th
30163,711.276,cs,cs
30164,711.0353,astro-ph,astro-ph
30165,810.2676,cond-mat,cond-mat
30166,710.3945,hep-ph,hep-ph
30167,704.1036,math,math
30168,811.0746,nucl-ex,nucl-ex
30169,810.378,math-ph,math-ph
30170,710.4894,quant-ph,quant-ph
30171,709.3533,quant-ph,quant-ph
30172,706.4331,astro-ph,astro-ph
30173,706.0513,astro-ph,astro-ph
30174,806.2221,physics,physics
30175,705.3057,astro-ph,astro-ph
30176,808.1035,gr-qc,gr-qc
30177,810.3623,hep-th,hep-th
30178,711.3601,astro-ph,astro-ph
30179,804.4862,astro-ph,astro-ph
30180,801.0741,astro-ph,astro-ph
30181,802.4425,math,math
30182,809.1591,astro-ph,astro-ph
30183,808.062,stat,stat
30184,806.2722,astro-ph,astro-ph
30185,710.0704,hep-th,hep-th
30186,804.1761,math,math
30187,809.2579,math,math
30188,710.1372,cond-mat,cond-mat
30189,808.4076,hep-th,hep-th
30190,810.0425,math,math
30191,809.4729,gr-qc,gr-qc
30192,711.0337,physics,physics
30193,709.1716,nucl-th,nucl-th
30194,708.1723,cs,cs
30195,706.1631,hep-th,hep-th
30196,808.0462,astro-ph,astro-ph
30197,706.4172,cond-mat,cond-mat
30198,809.0635,cs,cs
30199,705.3154,astro-ph,astro-ph
30200,808.2738,cond-mat,cond-mat
30201,804.4333,quant-ph,quant-ph
30202,806.4237,cond-mat,cond-mat
30203,803.1277,hep-th,hep-th
30204,704.3848,cond-mat,cond-mat
30205,709.2427,astro-ph,astro-ph
30206,808.0483,astro-ph,astro-ph
30207,704.0972,cond-mat,cond-mat
30208,801.3247,astro-ph,astro-ph
30209,802.2785,hep-th,hep-th
30210,705.2365,gr-qc,gr-qc
30211,806.2969,astro-ph,astro-ph
30212,711.1044,astro-ph,astro-ph
30213,805.2517,hep-ph,hep-ph
30214,706.3869,quant-ph,quant-ph
30215,708.0427,physics,physics
30216,810.2436,hep-ph,hep-ph
30217,804.3724,math,math
30218,810.0067,math,math
30219,704.3415,quant-ph,quant-ph
30220,810.2545,quant-ph,quant-ph
30221,705.2635,hep-ph,hep-ph
30222,807.4646,hep-th,hep-th
30223,709.1593,cond-mat,cond-mat
30224,806.0347,nucl-ex,nucl-ex
30225,806.4569,cond-mat,cond-mat
30226,807.0235,astro-ph,astro-ph
30227,810.1802,hep-ph,hep-ph
30228,707.1211,quant-ph,quant-ph
30229,708.2773,math,math
30230,801.0556,math,math
30231,811.3365,math,math
30232,811.3046,astro-ph,astro-ph
30233,812.2503,cond-mat,cond-mat
30234,811.3689,nlin,nlin
30235,706.1943,math,math
30236,705.2157,hep-ex,hep-ex
30237,712.2665,quant-ph,quant-ph
30238,807.0468,math,math
30239,803.0612,astro-ph,astro-ph
30240,811.4023,gr-qc,gr-qc
30241,802.1144,astro-ph,astro-ph
30242,709.2762,q-bio,q-bio
30243,805.0698,hep-ph,hep-ph
30244,811.1768,cond-mat,cond-mat
30245,801.3195,nucl-ex,nucl-ex
30246,803.2777,hep-th,hep-th
30247,808.1396,cond-mat,cond-mat
30248,805.0694,astro-ph,astro-ph
30249,707.4668,cond-mat,cond-mat
30250,807.2822,astro-ph,astro-ph
30251,809.0578,cond-mat,cond-mat
30252,711.1538,cond-mat,cond-mat
30253,810.1728,physics,physics
30254,709.0569,astro-ph,astro-ph
30255,802.1774,astro-ph,astro-ph
30256,810.3995,math,math
30257,807.2117,hep-th,hep-th
30258,806.4719,cond-mat,cond-mat
30259,804.4478,astro-ph,astro-ph
30260,801.3709,astro-ph,astro-ph
30261,706.2105,astro-ph,astro-ph
30262,807.2475,cs,cs
30263,704.1411,cs,cs
30264,809.0119,math,math
30265,805.064,math,math
30266,709.1352,quant-ph,quant-ph
30267,811.4756,quant-ph,quant-ph
30268,705.4368,math,math
30269,705.3552,cond-mat,cond-mat
30270,801.2522,math,math
30271,805.2744,stat,stat
30272,803.3785,math,math
30273,708.0079,math,math
30274,806.3395,cond-mat,cond-mat
30275,708.3124,math-ph,math-ph
30276,808.2795,math,math
30277,809.2447,hep-ex,hep-ex
30278,808.2646,q-bio,q-bio
30279,810.3745,astro-ph,astro-ph
30280,712.3117,math,math
30281,712.2946,math,math
30282,707.2684,physics,physics
30283,705.189,cond-mat,cond-mat
30284,809.3413,math,math
30285,708.3557,math,math
30286,812.0163,astro-ph,astro-ph
30287,809.2222,physics,physics
30288,707.4009,cond-mat,cond-mat
30289,805.3215,math,math
30290,807.0178,nlin,nlin
30291,809.4713,math,math
30292,706.0769,cond-mat,cond-mat
30293,811.2245,physics,physics
30294,803.1783,math,math
30295,711.3109,quant-ph,quant-ph
30296,807.4338,hep-th,hep-th
30297,805.0029,quant-ph,quant-ph
30298,705.0068,hep-ph,hep-ph
30299,711.1424,math,math
30300,812.1592,quant-ph,quant-ph
30301,712.3292,nucl-th,nucl-th
30302,705.4401,astro-ph,astro-ph
30303,810.143,cs,cs
30304,810.2286,math,math
30305,807.3521,q-bio,q-bio
30306,808.2034,astro-ph,astro-ph
30307,708.2416,nucl-ex,nucl-ex
30308,710.0808,hep-th,hep-th
30309,706.4111,cond-mat,cond-mat
30310,809.2966,nucl-th,nucl-th
30311,705.0392,cond-mat,cond-mat
30312,704.2449,hep-th,hep-th
30313,704.3419,physics,physics
30314,705.0209,math,math
30315,812.2837,cond-mat,cond-mat
30316,709.3865,cond-mat,cond-mat
30317,704.1229,nucl-th,nucl-th
30318,803.2487,math,math
30319,808.1475,cond-mat,cond-mat
30320,802.323,quant-ph,quant-ph
30321,805.395,math,math
30322,806.4747,hep-ph,hep-ph
30323,711.0788,gr-qc,gr-qc
30324,805.2311,math,math
30325,801.2306,hep-th,hep-th
30326,705.2223,astro-ph,astro-ph
30327,810.5088,astro-ph,astro-ph
30328,804.3545,hep-ph,hep-ph
30329,803.4126,math,math
30330,707.1828,math,math
30331,711.0362,math-ph,math-ph
30332,709.3759,cond-mat,cond-mat
30333,803.221,q-bio,q-bio
30334,805.4577,hep-th,hep-th
30335,809.392,cond-mat,cond-mat
30336,811.0583,physics,physics
30337,811.1553,q-bio,q-bio
30338,710.3931,cond-mat,cond-mat
30339,812.2431,hep-th,hep-th
30340,801.2541,hep-lat,hep-lat
30341,811.35,math,math
30342,804.1566,hep-th,hep-th
30343,807.3753,math,math
30344,801.1458,quant-ph,quant-ph
30345,808.2318,hep-ph,hep-ph
30346,704.1267,cs,cs
30347,712.3072,astro-ph,astro-ph
30348,805.3331,astro-ph,astro-ph
30349,706.3292,math,math
30350,804.3476,nucl-th,nucl-th
30351,809.1038,hep-th,hep-th
30352,805.3263,cond-mat,cond-mat
30353,808.0004,astro-ph,astro-ph
30354,705.318,nlin,nlin
30355,711.3628,q-bio,q-bio
30356,807.1704,math,math
30357,806.3187,cond-mat,cond-mat
30358,801.0414,cond-mat,cond-mat
30359,805.2942,quant-ph,quant-ph
30360,811.0873,hep-ex,hep-ex
30361,807.4252,math,math
30362,712.024,math-ph,math-ph
30363,707.3129,math,math
30364,812.0652,math,math
30365,804.4154,math,math
30366,810.2361,math,math
30367,810.1096,hep-th,hep-th
30368,710.4633,cs,cs
30369,803.2914,math,math
30370,709.1114,astro-ph,astro-ph
30371,709.1013,math,math
30372,706.1155,astro-ph,astro-ph
30373,803.2638,hep-th,hep-th
30374,804.4451,cs,cs
30375,803.0411,math,math
30376,806.4853,nlin,nlin
30377,709.3719,astro-ph,astro-ph
30378,710.1425,math,math
30379,804.2267,math,math
30380,706.0488,math,math
30381,807.2506,nlin,nlin
30382,704.0342,math,math
30383,712.3981,cond-mat,cond-mat
30384,809.3801,astro-ph,astro-ph
30385,707.1216,physics,physics
30386,805.4115,nucl-ex,nucl-ex
30387,712.4275,q-bio,q-bio
30388,802.3717,cond-mat,cond-mat
30389,811.0168,math,math
30390,705.0382,nucl-ex,nucl-ex
30391,809.4512,hep-th,hep-th
30392,811.1751,physics,physics
30393,811.0947,quant-ph,quant-ph
30394,807.091,math,math
30395,711.3324,cs,cs
30396,804.4489,cs,cs
30397,801.464,hep-ph,hep-ph
30398,811.4294,math,math
30399,802.0967,gr-qc,gr-qc
30400,805.3003,hep-th,hep-th
30401,711.2919,astro-ph,astro-ph
30402,808.1321,astro-ph,astro-ph
30403,709.2278,physics,physics
30404,801.2605,math,math
30405,708.3303,cond-mat,cond-mat
30406,707.1948,hep-ph,hep-ph
30407,712.0671,astro-ph,astro-ph
30408,809.0127,math,math
30409,704.0249,cond-mat,cond-mat
30410,710.5449,astro-ph,astro-ph
30411,808.1547,math,math
30412,805.1749,cond-mat,cond-mat
30413,809.1464,cond-mat,cond-mat
30414,802.1649,astro-ph,astro-ph
30415,810.4729,cond-mat,cond-mat
30416,808.3401,astro-ph,astro-ph
30417,810.5258,hep-th,hep-th
30418,805.1098,astro-ph,astro-ph
30419,808.0626,hep-ph,hep-ph
30420,808.3596,cond-mat,cond-mat
30421,708.1379,hep-th,hep-th
30422,712.3417,math-ph,math-ph
30423,803.2328,cond-mat,cond-mat
30424,711.1776,astro-ph,astro-ph
30425,706.0396,cond-mat,cond-mat
30426,807.1903,physics,physics
30427,706.2115,physics,physics
30428,810.5494,math,math
30429,810.0521,gr-qc,gr-qc
30430,711.252,q-bio,q-bio
30431,710.4724,cs,cs
30432,706.2778,math,math
30433,705.3399,math,math
30434,811.0862,cond-mat,cond-mat
30435,707.0121,astro-ph,astro-ph
30436,705.1088,astro-ph,astro-ph
30437,806.3697,astro-ph,astro-ph
30438,712.333,nucl-th,nucl-th
30439,801.2335,cond-mat,cond-mat
30440,807.393,quant-ph,quant-ph
30441,804.4499,quant-ph,quant-ph
30442,802.3638,math,math
30443,710.1676,q-bio,q-bio
30444,809.1879,math,math
30445,709.3317,cond-mat,cond-mat
30446,707.1603,hep-th,hep-th
30447,812.2676,math,math
30448,805.4544,cond-mat,cond-mat
30449,811.3629,astro-ph,astro-ph
30450,707.3575,cs,cs
30451,812.0954,hep-ph,hep-ph
30452,711.3623,cond-mat,cond-mat
30453,810.2836,cond-mat,cond-mat
30454,708.0483,hep-th,hep-th
30455,809.0329,astro-ph,astro-ph
30456,705.3516,math,math
30457,804.1501,hep-lat,hep-lat
30458,811.1598,hep-ph,hep-ph
30459,704.15,hep-ex,hep-ex
30460,801.3194,math-ph,math-ph
30461,704.0511,quant-ph,quant-ph
30462,705.2748,nucl-th,nucl-th
30463,808.0356,nucl-ex,nucl-ex
30464,707.1671,gr-qc,gr-qc
30465,804.4872,quant-ph,quant-ph
30466,810.5733,hep-ph,hep-ph
30467,704.3266,astro-ph,astro-ph
30468,805.4588,math,math
30469,809.4881,math,math
30470,812.0055,cond-mat,cond-mat
30471,712.2695,math,math
30472,705.2231,astro-ph,astro-ph
30473,809.3266,cond-mat,cond-mat
30474,706.4121,hep-th,hep-th
30475,810.4925,astro-ph,astro-ph
30476,806.0348,physics,physics
30477,812.3538,q-fin,q-fin
30478,707.3,gr-qc,gr-qc
30479,707.4509,astro-ph,astro-ph
30480,710.3012,math-ph,math-ph
30481,710.5128,astro-ph,astro-ph
30482,708.1895,cond-mat,cond-mat
30483,709.3626,cond-mat,cond-mat
30484,704.1486,cond-mat,cond-mat
30485,709.4131,cond-mat,cond-mat
30486,803.294,quant-ph,quant-ph
30487,804.2469,cs,cs
30488,710.5012,stat,stat
30489,808.0532,physics,physics
30490,811.046,cond-mat,cond-mat
30491,806.0305,hep-ph,hep-ph
30492,706.1302,astro-ph,astro-ph
30493,808.1641,cs,cs
30494,811.1188,cond-mat,cond-mat
30495,808.3984,physics,physics
30496,811.3614,astro-ph,astro-ph
30497,712.1233,astro-ph,astro-ph
30498,707.2381,cond-mat,cond-mat
30499,712.059,hep-th,hep-th
30500,807.1263,cond-mat,cond-mat
30501,705.1317,astro-ph,astro-ph
30502,707.2106,astro-ph,astro-ph
30503,806.1166,astro-ph,astro-ph
30504,809.0978,astro-ph,astro-ph
30505,706.0655,physics,physics
30506,809.388,nucl-ex,nucl-ex
30507,706.1319,gr-qc,gr-qc
30508,806.2048,quant-ph,quant-ph
30509,802.3597,physics,physics
30510,806.1382,q-bio,q-bio
30511,807.4873,cond-mat,cond-mat
30512,807.432,math,math
30513,809.4368,quant-ph,quant-ph
30514,707.1318,math,math
30515,806.0777,math,math
30516,706.4154,astro-ph,astro-ph
30517,811.0317,physics,physics
30518,708.1556,math,math
30519,805.145,cond-mat,cond-mat
30520,709.0195,math,math
30521,803.2219,cs,cs
30522,801.1825,astro-ph,astro-ph
30523,706.281,hep-ph,hep-ph
30524,706.1746,cond-mat,cond-mat
30525,710.5423,q-bio,q-bio
30526,708.0434,quant-ph,quant-ph
30527,807.4601,cond-mat,cond-mat
30528,704.1003,nlin,nlin
30529,704.2509,cs,cs
30530,706.2522,quant-ph,quant-ph
30531,801.1712,physics,physics
30532,806.372,quant-ph,quant-ph
30533,705.1404,hep-th,hep-th
30534,810.1223,physics,physics
30535,801.3078,astro-ph,astro-ph
30536,711.1253,nucl-th,nucl-th
30537,807.2106,astro-ph,astro-ph
30538,801.0508,physics,physics
30539,801.3424,cond-mat,cond-mat
30540,803.1431,astro-ph,astro-ph
30541,806.4848,math,math
30542,809.3456,cond-mat,cond-mat
30543,804.3802,math,math
30544,809.3794,hep-ph,hep-ph
30545,811.3244,cs,cs
30546,804.2421,astro-ph,astro-ph
30547,801.0345,math,math
30548,803.3735,cond-mat,cond-mat
30549,711.4832,math,math
30550,705.4216,hep-th,hep-th
30551,811.2361,astro-ph,astro-ph
30552,810.0117,math,math
30553,802.1472,nucl-th,nucl-th
30554,803.23,cond-mat,cond-mat
30555,810.5764,hep-ph,hep-ph
30556,805.4648,cs,cs
30557,806.1965,cond-mat,cond-mat
30558,805.3212,astro-ph,astro-ph
30559,809.0729,astro-ph,astro-ph
30560,805.0194,math,math
30561,808.0588,math-ph,math-ph
30562,808.1824,gr-qc,gr-qc
30563,710.305,hep-ph,hep-ph
30564,805.4157,astro-ph,astro-ph
30565,708.0715,math,math
30566,709.4424,cond-mat,cond-mat
30567,801.2139,cond-mat,cond-mat
30568,810.0614,physics,physics
30569,712.0809,astro-ph,astro-ph
30570,804.1762,cs,cs
30571,804.3707,hep-ph,hep-ph
30572,804.3214,math,math
30573,704.2026,physics,physics
30574,810.3963,cond-mat,cond-mat
30575,811.3894,astro-ph,astro-ph
30576,707.2713,hep-ph,hep-ph
30577,806.0674,math,math
30578,801.4037,math,math
30579,810.485,astro-ph,astro-ph
30580,803.3662,astro-ph,astro-ph
30581,710.3134,physics,physics
30582,801.0182,hep-ex,hep-ex
30583,708.1045,astro-ph,astro-ph
30584,704.0801,math,math
30585,808.3738,cond-mat,cond-mat
30586,706.3112,hep-th,hep-th
30587,808.0925,astro-ph,astro-ph
30588,808.0911,astro-ph,astro-ph
30589,810.4986,math,math
30590,705.1399,cs,cs
30591,804.063,cond-mat,cond-mat
30592,810.3948,hep-ph,hep-ph
30593,806.2902,math,math
30594,802.1408,math,math
30595,808.3632,hep-ph,hep-ph
30596,707.1842,math,math
30597,804.4348,gr-qc,gr-qc
30598,810.4516,hep-ph,hep-ph
30599,811.3088,cond-mat,cond-mat
30600,712.1376,cond-mat,cond-mat
30601,707.0938,physics,physics
30602,709.3213,hep-ex,hep-ex
30603,807.5121,math,math
30604,808.3257,nucl-th,nucl-th
30605,808.2172,math,math
30606,705.153,cond-mat,cond-mat
30607,811.0474,math,math
30608,710.03,astro-ph,astro-ph
30609,809.1603,cond-mat,cond-mat
30610,803.0044,cond-mat,cond-mat
30611,809.417,gr-qc,gr-qc
30612,802.0035,math,math
30613,708.2982,physics,physics
30614,705.0523,cond-mat,cond-mat
30615,802.4159,physics,physics
30616,802.0083,nucl-ex,nucl-ex
30617,811.2897,astro-ph,astro-ph
30618,711.4506,cond-mat,cond-mat
30619,805.383,math,math
30620,810.3161,hep-ex,hep-ex
30621,709.0907,cs,cs
30622,801.1012,q-bio,q-bio
30623,803.4124,hep-ph,hep-ph
30624,804.3177,physics,physics
30625,801.2633,hep-ph,hep-ph
30626,801.0514,cs,cs
30627,712.3732,hep-ph,hep-ph
30628,801.3299,math,math
30629,810.036,quant-ph,quant-ph
30630,706.097,math,math
30631,707.116,cond-mat,cond-mat
30632,707.3185,math,math
30633,810.2614,cond-mat,cond-mat
30634,711.1576,cond-mat,cond-mat
30635,805.0361,cond-mat,cond-mat
30636,801.3964,math,math
30637,707.4236,cond-mat,cond-mat
30638,801.2561,quant-ph,quant-ph
30639,705.0158,physics,physics
30640,707.1823,physics,physics
30641,709.3424,cond-mat,cond-mat
30642,809.0121,math-ph,math-ph
30643,803.0269,cond-mat,cond-mat
30644,711.1076,astro-ph,astro-ph
30645,709.0039,cond-mat,cond-mat
30646,806.4431,cond-mat,cond-mat
30647,706.3812,cs,cs
30648,712.2921,astro-ph,astro-ph
30649,811.3062,cs,cs
30650,710.3023,astro-ph,astro-ph
30651,803.3236,cond-mat,cond-mat
30652,806.0195,hep-th,hep-th
30653,811.236,quant-ph,quant-ph
30654,809.4543,cond-mat,cond-mat
30655,803.1596,cs,cs
30656,709.0338,astro-ph,astro-ph
30657,801.3128,astro-ph,astro-ph
30658,707.4348,cond-mat,cond-mat
30659,805.0198,math-ph,math-ph
30660,706.2296,nlin,nlin
30661,804.0388,math,math
30662,802.0747,stat,stat
30663,809.2362,astro-ph,astro-ph
30664,801.4853,math,math
30665,810.3538,math,math
30666,812.0601,math,math
30667,712.4022,cond-mat,cond-mat
30668,709.4017,math,math
30669,802.0946,math,math
30670,806.0568,hep-th,hep-th
30671,710.2915,gr-qc,gr-qc
30672,809.0126,physics,physics
30673,707.2512,cond-mat,cond-mat
30674,710.2873,physics,physics
30675,706.3976,cond-mat,cond-mat
30676,710.1866,gr-qc,gr-qc
30677,709.4364,quant-ph,quant-ph
30678,707.2937,cond-mat,cond-mat
30679,811.1612,math,math
30680,710.0514,astro-ph,astro-ph
30681,712.1626,cond-mat,cond-mat
30682,707.408,hep-ph,hep-ph
30683,704.1278,astro-ph,astro-ph
30684,708.1801,hep-ph,hep-ph
30685,812.3618,cond-mat,cond-mat
30686,809.3789,astro-ph,astro-ph
30687,712.0219,physics,physics
30688,707.1449,math,math
30689,801.3463,astro-ph,astro-ph
30690,711.1275,nucl-th,nucl-th
30691,806.2384,physics,physics
30692,707.2791,hep-ph,hep-ph
30693,705.0425,cs,cs
30694,710.1118,hep-lat,hep-lat
30695,710.4382,math,math
30696,708.2064,astro-ph,astro-ph
30697,712.2019,cond-mat,cond-mat
30698,801.3552,stat,stat
30699,809.5046,astro-ph,astro-ph
30700,803.3763,math-ph,math-ph
30701,803.0504,hep-th,hep-th
30702,805.2097,astro-ph,astro-ph
30703,706.0933,cond-mat,cond-mat
30704,808.2242,physics,physics
30705,705.1933,cond-mat,cond-mat
30706,808.2673,hep-ex,hep-ex
30707,707.0611,astro-ph,astro-ph
30708,704.3789,nlin,nlin
30709,706.0351,math,math
30710,812.2886,hep-ph,hep-ph
30711,708.2517,quant-ph,quant-ph
30712,706.1451,cond-mat,cond-mat
30713,711.2396,cond-mat,cond-mat
30714,810.3206,cond-mat,cond-mat
30715,803.1983,astro-ph,astro-ph
30716,806.322,astro-ph,astro-ph
30717,811.0812,hep-ph,hep-ph
30718,801.3036,astro-ph,astro-ph
30719,707.2681,nucl-th,nucl-th
30720,807.233,cs,cs
30721,806.1163,math,math
30722,808.1748,cond-mat,cond-mat
30723,708.194,math,math
30724,707.2207,hep-th,hep-th
30725,802.4129,hep-th,hep-th
30726,711.1452,cond-mat,cond-mat
30727,809.0169,nucl-th,nucl-th
30728,806.0394,hep-th,hep-th
30729,812.1014,cs,cs
30730,705.0402,astro-ph,astro-ph
30731,802.4056,hep-ph,hep-ph
30732,807.1079,math,math
30733,812.2988,cs,cs
30734,706.2183,hep-ph,hep-ph
30735,707.3488,hep-ph,hep-ph
30736,802.0806,math,math
30737,709.1758,math,math
30738,812.1627,math,math
30739,706.0877,astro-ph,astro-ph
30740,710.3108,gr-qc,gr-qc
30741,805.0058,astro-ph,astro-ph
30742,710.1305,math,math
30743,809.0189,astro-ph,astro-ph
30744,803.3715,quant-ph,quant-ph
30745,709.3244,cond-mat,cond-mat
30746,809.3143,cond-mat,cond-mat
30747,809.2952,physics,physics
30748,812.1557,cs,cs
30749,808.1665,cond-mat,cond-mat
30750,706.137,cond-mat,cond-mat
30751,806.2254,gr-qc,gr-qc
30752,708.2184,math,math
30753,807.021,astro-ph,astro-ph
30754,812.1867,hep-lat,hep-lat
30755,806.1783,hep-th,hep-th
30756,810.2073,cond-mat,cond-mat
30757,806.2802,cs,cs
30758,804.2727,math,math
30759,809.3248,quant-ph,quant-ph
30760,802.4083,math,math
30761,803.4083,physics,physics
30762,707.3333,gr-qc,gr-qc
30763,709.2106,astro-ph,astro-ph
30764,801.4616,math,math
30765,804.1174,gr-qc,gr-qc
30766,810.3759,gr-qc,gr-qc
30767,805.1905,hep-ph,hep-ph
30768,804.3461,quant-ph,quant-ph
30769,811.1278,cond-mat,cond-mat
30770,706.0143,astro-ph,astro-ph
30771,804.468,astro-ph,astro-ph
30772,808.3529,physics,physics
30773,801.3812,hep-th,hep-th
30774,711.1111,hep-th,hep-th
30775,811.1285,quant-ph,quant-ph
30776,806.3761,math,math
30777,812.305,math,math
30778,808.2058,hep-ph,hep-ph
30779,802.0432,hep-ex,hep-ex
30780,710.1904,hep-th,hep-th
30781,707.3658,math,math
30782,812.354,math,math
30783,712.1048,quant-ph,quant-ph
30784,710.1758,cond-mat,cond-mat
30785,807.3089,q-bio,q-bio
30786,712.2441,hep-th,hep-th
30787,708.3041,math,math
30788,808.2748,math,math
30789,812.1444,cond-mat,cond-mat
30790,809.2613,astro-ph,astro-ph
30791,809.4867,cond-mat,cond-mat
30792,808.0068,astro-ph,astro-ph
30793,804.4528,physics,physics
30794,804.1728,math,math
30795,806.0824,astro-ph,astro-ph
30796,807.2455,math,math
30797,805.2976,physics,physics
30798,705.2699,math,math
30799,812.0549,gr-qc,gr-qc
30800,711.3836,math,math
30801,806.2737,cond-mat,cond-mat
30802,811.4312,cond-mat,cond-mat
30803,704.0612,hep-ph,hep-ph
30804,801.344,hep-ph,hep-ph
30805,808.0961,astro-ph,astro-ph
30806,810.5407,cs,cs
30807,806.0129,stat,stat
30808,708.2401,cond-mat,cond-mat
30809,704.104,quant-ph,quant-ph
30810,712.2165,hep-th,hep-th
30811,709.0997,cond-mat,cond-mat
30812,810.0813,astro-ph,astro-ph
30813,805.0586,cond-mat,cond-mat
30814,707.1265,cond-mat,cond-mat
30815,706.2807,math,math
30816,704.3331,astro-ph,astro-ph
30817,809.0936,physics,physics
30818,810.5727,gr-qc,gr-qc
30819,708.3388,astro-ph,astro-ph
30820,710.4124,hep-ph,hep-ph
30821,802.2379,hep-ph,hep-ph
30822,707.4594,math,math
30823,704.0471,nucl-ex,nucl-ex
30824,709.114,cond-mat,cond-mat
30825,811.4326,math,math
30826,712.0321,math,math
30827,710.5898,nlin,nlin
30828,809.3061,math,math
30829,711.2678,hep-lat,hep-lat
30830,802.2969,hep-th,hep-th
30831,810.3566,hep-ex,hep-ex
30832,805.3182,math,math
30833,812.0292,physics,physics
30834,812.3055,math,math
30835,803.1436,math,math
30836,707.1289,math,math
30837,710.3619,hep-th,hep-th
30838,809.4776,astro-ph,astro-ph
30839,805.305,physics,physics
30840,808.3931,quant-ph,quant-ph
30841,805.28,hep-th,hep-th
30842,807.208,quant-ph,quant-ph
30843,710.2739,q-bio,q-bio
30844,810.0363,hep-th,hep-th
30845,811.2201,cs,cs
30846,704.0676,astro-ph,astro-ph
30847,812.2337,cond-mat,cond-mat
30848,710.205,cond-mat,cond-mat
30849,805.4328,hep-th,hep-th
30850,708.4364,astro-ph,astro-ph
30851,802.1125,cond-mat,cond-mat
30852,707.418,cond-mat,cond-mat
30853,807.0992,cs,cs
30854,801.1548,astro-ph,astro-ph
30855,710.4665,cs,cs
30856,809.422,physics,physics
30857,802.3707,astro-ph,astro-ph
30858,704.2242,math,math
30859,711.1266,hep-lat,hep-lat
30860,705.2961,hep-ph,hep-ph
30861,809.0057,astro-ph,astro-ph
30862,710.325,math,math
30863,809.4148,hep-th,hep-th
30864,802.0659,nucl-th,nucl-th
30865,803.1216,physics,physics
30866,804.4783,hep-ph,hep-ph
